version,sha256,datetime,sources
12.2.1.171,a355fd225fb5f2e4035b5647fbf948b34650cdbd5ffa2401ce2ebb774370df47,2015-10-19 10:40:44,177272b2329b133351331eb28c79cd11a7aa2f7134b875083345ddc11c354cc3
12.2.2.172,b518d7de5352a074e517b53578674fa2bab821e95723317548faa9e373128bde,2015-11-19 06:10:55,d70bad05942be0b080ba6669723efacaedb483893cae3f9edb343b9b6f525a50 fe148ebee9a454c5ee8b006bea8da790b2a3814140f2204e1c03a6de7b5fd1ed
12.2.3.183,10a9fa3c4d80fe922e81d40d834216b62819bf741b0ecfa9c86f1bb5b72f8adb,2015-12-22 04:03:16,37191e6406db1805b0b1c5ce9233ac944f4c74f6bf40da1c1dec4241086f5b79 6623ea683944800f96850239fef190723583dfbb98aa3f08c5bb9819e4e5a96e 838cb3e7c8682e9827be3eaa9f055ca0a20343c95b60a23b02f1c085d49e0917 90b0727896cdbb02cd8ca8aa44de5c2084dfcc38a7c8a84e8d76c29d93fc5075 bad535f101cf1b32e945b65ef7b6e9f1f6c0690108e8fcf1d9bd0ab80bc1d336
12.2.4.194,2600083b9f3496b2249801151103e44784d0676e98be5f0065ffa50fbfd4a178,2016-02-19 07:49:38,27103c29c2fa8b1e45b6922e6c8f088be0882c906a8a9f5c6579a7ef1bed0bf7 6040790f9684d63101017fa37f3135d5a3dfe1f833c488f5286432d0dea7c0cd add6e1e1b5ac6f28eadb06a6b0220423a48c554ca4cbd212727dc79bc365ca7e baa5a3ed14afe3336e270e32592b9f8d41f7b21bd917bedbe733c12a105f741d eea4b7ee74ba71554fcd9dce0bd9c49d4b85dbb1698361d366cdc8d713aab65c
12.2.5.195,39e9278a5ff7dd0dc18e51137e3eef41c6dbf30ab3c8bdc14058f344c1be262a,2016-09-20 15:14:46,4c50d3f64372a9e242f13d8a12d3f5ef091b4a59ade48f8d878557d62ec74c3f 56562c661a25ebf2f52709909ef0501fb2042de1df11a86e0e21615c691e3714 a9980d6485a2311f0f8663fb88956067f79d836f673701cbe7bd6b391e84d6a7 c1dc51eb15feb277c764797b682bf5ab2beeb0563981174e5627d484642c91c5 db93da93a7da1b0ff16252115a59781f2c79e1e60e4473849f1d62c73f9501be
12.2.5.196,49dd2910fec340ef237e0869c8b2a20f1c446c6ccf72607cd9bc33012833b5cf,2017-02-10 11:28:34,2d7a3ebe3bf247fa57ae789f3dbbb9f8181657ee01d6e890348d727ac247595b 591218614eec4bed8a3be09c5ceb36d66d49283a0a7a27ce88f92abd503bcf1e 8e8844c53ff5c41021e28511d63d437e1ce2757f82106da2e93f8a6e4bd6c992
12.2.7.197,9fe7c4f66f978d2141734526498e8bbf0dae2a456628900a14107e7c7fe5e975,2017-02-20 05:32:03,2f77d564cb040baefdf7705652f00b6000563b7ccad4333f6d4149dd291487ab 31fbb6b09d83439441c4015dd9a376556c8f1032e31ad48b415ab61667e660a0 39715a84b1d85347066fbf89a3af9f5e612b59402093b055cd423bd30a7f637d
12.2.8.198,e509072f8e0465e1352b09328a5e4120fb613fb556358bab3e4e111e824be935,2017-02-27 10:27:11,17f32eb23181ab20ae1e652160349a63b8b7905c7f8289770255a62ecfa8a6d9 302f8df722ce3cc1be5c52720c61e462c9038d005934ae1c31c88f18c7021ad0 58f2152bf726d52f08fb41f904c62ff00fdf748c8ce413e8c8547da3a21922ba c633d0969da8b8c07ecddda1a50dd4516e4eb49602a7e5a8476fd6429753a3b2
12.2.9.199,cfd47e64e80fedf7b9835f6e09a78e0d059df9bf648fd0ca36b72e08ecff5edb,2017-03-31 06:46:48,597fcc52570600f33fff2a9db19d7c68349131dbe637b1b776b86ac368bf9064 ab2a3ce321790362ee77b707b0762af601d885a71111b0196655ec86a69b9466 ae33230a05a885e4ab2808680b20ef3c1a11c3602df39878c42d1f846506567d bebebaef1644a994179a2e491ce3f55599d768f7c6019729f21e7029b1845b9c f9d6634c67ed90e8d3b0073e8b7efab67e758e9eff589e7753184cbc2e594d40
12.3.1.201,3b3bfe8c36d7a9754e094af10492b41c47695a121251d47b00f49ca9a0b9b94f,2017-11-02 12:14:09,0a9813ac55a8718440518dc2f5f410a3a065b422fe0618c073bfc631b9abf12c c3ab343b717aa9586c49e246bbcf13d751700c06ad91aa3996b6d97575cdc403 d6dc48daabf02cbdc4b95aa8405b4d22133e6baac06002747b634a1617997158
12.3.2.202,828bae69f1e0e0047c807580a51596a920ec306fa18dcf5906d3752508ef729d,2018-03-09 12:43:43,4d7b408cf5b65a522b071d7d9ddbc5f6964911a7d55c418e31f393e6055cf796 5ab6561ca65b3af877ab4a51cd8119a218a198d4b5b11ba46afea6617e5317aa e403b455a06c9b62c64f2c1d33612f2f7220a2eb7aeda84daf123f1fadf7b104
12.3.3.203,9c6b3e65c66c11f9889d30f8f034a7b039d371d9b8838075977e62d24b429241,2018-05-15 05:35:53,2b03fa11ff6f31b3fef9313264f0ef356ee11d5bc3642c30a2482b4ac5dd0084 4b6a0428716f3f14be4d38f08119451626fae51bd60d3a3d5f070fd22f14cd65 805f8c2b817a55cf6036f714b4ebaebe783a0b4573dff7b8e86ca9a958980c4c 88940bd5aaf32f55248af716bcfd99f2c7c11223834e2f48fc55cadbf4c30a96
12.3.4.204,9e3429ff230904051927dbdf49466f0c317c375502a5b33df18478b16712187c,2018-06-06 11:36:10,01644dada4b8da5a06f538ae4aad31f9f4e2819448d2d62f18eb6d0cf3c0d241 8e1ba4a3b3e26054b12042eb9b03492e8fa77040d2688490025c9554126ec296 a37f6c47b74fa3c96906e01b9b41d63c08d212fa3e357e354db1b5a93eb92c2f bb5a21a38919483e25f8c84f51e5fd426ca96f061060fa096cd9520687e73b7e e195f66dd4da0bfda4dc827818a01edc02df3597808ba037411079b11a67a3d1
12.3.5.205,e7e2175435fcc851dddf60bb25d254852cfb12b50d541ee8f6fca0b3726de0a9,2019-03-15 06:37:58,24fa003072d6025d7075f30734494b42d26d88ef9337d03b2a30cee551c0cc82 8e414c1a218157d2b83877fb0b6a5002c2e9bff4dc2a3095bae774a13e3e9dbf a1b49c96c5804173b0b616cb908aab32ca70e1eece7f803364533e628bd6a3e9 a94ba245993a3ef76c76638e4e70c3b73ac91e0c6c476d20faa64f17c84a1474 c29c64262b3ee61eaa3b42ae4b7296f7f69d7e20d47e9fb0657508c944e8d910
